,event,event_label,date_value_7,date_value_4,diocese_11,diocese_11_label,province,province_label,map_15,place_13,place_13_label,place_17,place_17_label,map_19,type_labels,time_delta,geometry_15,geometry_19,coords_15,coords_19,distance,distance_log,event_lead_speed
2927,https://g17.dhi-roma.it/resources/event_4693,APOSTOLIC PROVISION 4693,1623-01-16,1623-02-11,https://g17.dhi-roma.it/resources/institution_363,Materanensis,https://g17.dhi-roma.it/resources/institution_854,Acerenza,POINT (16.6 40.666666666667),https://g17.dhi-roma.it/resources/place_355,Matera,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",26.0,POINT (16.6 40.666666666667),POINT (12.482777777778 41.893055555556),"(40.666666666667, 16.6)","(41.893055555556, 12.482777777778)",370.80048274589143,5.915664135594551,0.22752554367671352
2504,https://g17.dhi-roma.it/resources/event_23682,APOSTOLIC PROVISION 23682,1622-12-05,1623-01-05,https://g17.dhi-roma.it/resources/institution_560,Terulensis,https://g17.dhi-roma.it/resources/institution_869,Zaragoza,POINT (-1.1072222222222 40.343611111111),https://g17.dhi-roma.it/resources/place_547,Teruel,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,Restoration,Undetermined reason,Unknown reason,Archpriest,Liturgical office,church,Church institutions",31.0,POINT (-1.1072222222222 40.343611111111),POINT (12.482777777778 41.893055555556),"(40.343611111111, -1.1072222222222)","(41.893055555556, 12.482777777778)",1152.9876442835553,7.050111804065548,0.22742296142146928
4212,https://g17.dhi-roma.it/resources/event_6219,APOSTOLIC PROVISION 6219,1622-07-16,1622-08-08,https://g17.dhi-roma.it/resources/institution_530,Senensis,https://g17.dhi-roma.it/resources/institution_845,Siena,POINT (11.331388888889 43.318333333333),https://g17.dhi-roma.it/resources/place_518,Siena,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship",23.0,POINT (11.331388888889 43.318333333333),POINT (12.498611111111 41.8975),"(43.318333333333, 11.331388888889)","(41.8975, 12.498611111111)",184.6165288229569,5.21828085664631,0.22688177637592655
1195,https://g17.dhi-roma.it/resources/event_4758,APOSTOLIC PROVISION 4758,1623-01-16,1623-02-13,https://g17.dhi-roma.it/resources/institution_130,Brixinensis,https://g17.dhi-roma.it/resources/institution_819,Salzburg,POINT (11.657851 46.716549),https://g17.dhi-roma.it/resources/place_125,Brixen,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",28.0,POINT (11.657851 46.716549),POINT (12.482777777778 41.893055555556),"(46.716549, 11.657851)","(41.893055555556, 12.482777777778)",539.9956915439799,6.291561160904231,0.22469861288943682
3675,https://g17.dhi-roma.it/resources/event_6217,APOSTOLIC PROVISION 6217,1622-07-16,1622-08-08,https://g17.dhi-roma.it/resources/institution_189,Civitatis Castelli,https://g17.dhi-roma.it/resources/institution_956,Umbria,POINT (12.2403118 43.4574214),https://g17.dhi-roma.it/resources/place_182,Città di Castello,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",23.0,POINT (12.2403118 43.4574214),POINT (12.498611111111 41.8975),"(43.4574214, 12.2403118)","(41.8975, 12.498611111111)",174.57444169472137,5.162351250644335,0.22445005437584065
694,https://g17.dhi-roma.it/resources/event_1341,APOSTOLIC PROVISION 1341,1622-08-16,1622-09-10,https://g17.dhi-roma.it/resources/institution_344,Lucana,https://g17.dhi-roma.it/resources/institution_877,Exempt Diocese,POINT (10.516666666667 43.85),https://g17.dhi-roma.it/resources/place_335,Lucca,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,chapel and chaplaincy,Liturgical office,Church institutions,Chapel",25.0,POINT (10.516666666667 43.85),POINT (12.498611111111 41.8975),"(43.85, 10.516666666667)","(41.8975, 12.498611111111)",270.6686871969383,5.600895516479024,0.22403582065916097
1222,https://g17.dhi-roma.it/resources/event_1340,APOSTOLIC PROVISION 1340,1622-08-16,1622-09-10,https://g17.dhi-roma.it/resources/institution_344,Lucana,https://g17.dhi-roma.it/resources/institution_877,Exempt Diocese,POINT (10.516666666667 43.85),https://g17.dhi-roma.it/resources/place_335,Lucca,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,chapel and chaplaincy,Liturgical office,church,Church institutions",25.0,POINT (10.516666666667 43.85),POINT (12.498611111111 41.8975),"(43.85, 10.516666666667)","(41.8975, 12.498611111111)",270.6686871969383,5.600895516479024,0.22403582065916097
1880,https://g17.dhi-roma.it/resources/event_4230,APOSTOLIC PROVISION 4230,1622-03-16,1622-04-12,https://g17.dhi-roma.it/resources/institution_460,Placentina provinciae Bononiensis,https://g17.dhi-roma.it/resources/institution_891,Bologna,POINT (9.7 45.05),https://g17.dhi-roma.it/resources/place_451,Piacenza,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Without care of souls,Administrative office,Undefined administrative office,Holder of a benefice in a church,Holder of a benefice",27.0,POINT (9.7 45.05),POINT (12.482777777778 41.893055555556),"(45.05, 9.7)","(41.893055555556, 12.482777777778)",416.7356895014521,6.03245218271248,0.22342415491527703
1677,https://g17.dhi-roma.it/resources/event_8952,APOSTOLIC PROVISION 8952,1622-04-15,1622-05-11,https://g17.dhi-roma.it/resources/institution_401,Mutinensis,https://g17.dhi-roma.it/resources/institution_841,Ravenna,POINT (10.92572 44.64582),https://g17.dhi-roma.it/resources/place_393,Modena,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",26.0,POINT (10.92572 44.64582),POINT (12.498611111111 41.8975),"(44.64582, 10.92572)","(41.8975, 12.498611111111)",330.939065655433,5.801934266754682,0.22315131795210313
349,https://g17.dhi-roma.it/resources/event_7556,APOSTOLIC PROVISION 7556,1622-02-14,1622-03-10,https://g17.dhi-roma.it/resources/institution_549,Surrentina,https://g17.dhi-roma.it/resources/institution_851,Sorrento,POINT (14.373611111111 40.627777777778),https://g17.dhi-roma.it/resources/place_537,Sorrento,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Without care of souls,Administrative office,Undefined administrative office,Holder of a benefice in a church,Holder of a benefice",24.0,POINT (14.373611111111 40.627777777778),POINT (12.482777777778 41.893055555556),"(40.627777777778, 14.373611111111)","(41.893055555556, 12.482777777778)",211.77935744505643,5.3555449659295995,0.2231477069137333
4033,https://g17.dhi-roma.it/resources/event_5341,APOSTOLIC PROVISION 5341,1622-02-14,1622-03-10,https://g17.dhi-roma.it/resources/institution_549,Surrentina,https://g17.dhi-roma.it/resources/institution_851,Sorrento,POINT (14.373611111111 40.627777777778),https://g17.dhi-roma.it/resources/place_537,Sorrento,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",24.0,POINT (14.373611111111 40.627777777778),POINT (12.482777777778 41.893055555556),"(40.627777777778, 14.373611111111)","(41.893055555556, 12.482777777778)",211.77935744505643,5.3555449659295995,0.2231477069137333
4352,https://g17.dhi-roma.it/resources/event_2478,APOSTOLIC PROVISION 2478,1622-11-15,1622-12-10,https://g17.dhi-roma.it/resources/institution_457,Pisana,https://g17.dhi-roma.it/resources/institution_843,Pisa,POINT (10.4 43.716666666667),https://g17.dhi-roma.it/resources/place_448,Pisa,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",25.0,POINT (10.4 43.716666666667),POINT (12.482777777778 41.893055555556),"(43.716666666667, 10.4)","(41.893055555556, 12.482777777778)",264.6789590357243,5.578517616219865,0.2231407046487946
3468,https://g17.dhi-roma.it/resources/event_6225,APOSTOLIC PROVISION 6225,1622-07-16,1622-08-09,https://g17.dhi-roma.it/resources/institution_531,Senogalliensis,https://g17.dhi-roma.it/resources/institution_992,Ancona,POINT (13.218333333333 43.713055555556),https://g17.dhi-roma.it/resources/place_519,Senigallia,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",24.0,POINT (13.218333333333 43.713055555556),POINT (12.498611111111 41.8975),"(43.713055555556, 13.218333333333)","(41.8975, 12.498611111111)",210.10223227640307,5.347594232622703,0.2228164263592793
292,https://g17.dhi-roma.it/resources/event_7742,APOSTOLIC PROVISION 7742,1622-04-15,1622-05-09,https://g17.dhi-roma.it/resources/institution_256,Feretrana,https://g17.dhi-roma.it/resources/institution_877,Exempt Diocese,POINT (12.333055555555555 43.76416666666667),https://g17.dhi-roma.it/resources/place_247,Montefeltro,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",24.0,POINT (12.333055555555555 43.76416666666667),POINT (12.498611111111 41.8975),"(43.76416666666667, 12.333055555555555)","(41.8975, 12.498611111111)",207.8081827018162,5.336615455665667,0.2223589773194028
3032,https://g17.dhi-roma.it/resources/event_5774,APOSTOLIC PROVISION 5774,1622-05-16,1622-06-13,https://g17.dhi-roma.it/resources/institution_421,Novariensis,https://g17.dhi-roma.it/resources/institution_838,Milano,POINT (8.62 45.45),https://g17.dhi-roma.it/resources/place_414,Novara,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Without care of souls",28.0,POINT (8.62 45.45),POINT (12.498611111111 41.8975),"(45.45, 8.62)","(41.8975, 12.498611111111)",503.4802609366144,6.221544507689266,0.22219801813175952
3400,https://g17.dhi-roma.it/resources/event_5775,APOSTOLIC PROVISION 5775,1622-05-16,1622-06-13,https://g17.dhi-roma.it/resources/institution_421,Novariensis,https://g17.dhi-roma.it/resources/institution_838,Milano,POINT (8.62 45.45),https://g17.dhi-roma.it/resources/place_414,Novara,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Without care of souls",28.0,POINT (8.62 45.45),POINT (12.498611111111 41.8975),"(45.45, 8.62)","(41.8975, 12.498611111111)",503.4802609366144,6.221544507689266,0.22219801813175952
2214,https://g17.dhi-roma.it/resources/event_5731,APOSTOLIC PROVISION 5731,1622-05-16,1622-06-07,https://g17.dhi-roma.it/resources/institution_450,Pennensis,https://g17.dhi-roma.it/resources/institution_877,Exempt Diocese,POINT (13.916666666667 42.45),https://g17.dhi-roma.it/resources/place_442,Penne,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",22.0,POINT (13.916666666667 42.45),POINT (12.498611111111 41.8975),"(42.45, 13.916666666667)","(41.8975, 12.498611111111)",132.26352920935392,4.884796365765859,0.22203619844390268
3412,https://g17.dhi-roma.it/resources/event_5704,APOSTOLIC PROVISION 5704,1622-05-16,1622-06-08,https://g17.dhi-roma.it/resources/institution_251,Eugubina,https://g17.dhi-roma.it/resources/institution_877,Exempt Diocese,POINT (12.5772674 43.3517882),https://g17.dhi-roma.it/resources/place_242,Gubbio,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship",23.0,POINT (12.5772674 43.3517882),POINT (12.498611111111 41.8975),"(43.3517882, 12.5772674)","(41.8975, 12.498611111111)",161.679022387069,5.085613026485478,0.2211136098471947
2659,https://g17.dhi-roma.it/resources/event_7009,APOSTOLIC PROVISION 7009,1678-05-16,1678-06-10,https://g17.dhi-roma.it/resources/institution_184,Casenatensis,https://g17.dhi-roma.it/resources/institution_841,Ravenna,POINT (12.233333333333 44.133333333333),https://g17.dhi-roma.it/resources/place_157,Cesena,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Liturgical office,rectorship in a parish church,Rectorship",25.0,POINT (12.233333333333 44.133333333333),POINT (12.482777777778 41.893055555556),"(44.133333333333, 12.233333333333)","(41.893055555556, 12.482777777778)",249.7082216286184,5.520293122769382,0.22081172491077528
899,https://g17.dhi-roma.it/resources/event_5276,APOSTOLIC PROVISION 5276,1622-01-16,1622-02-17,https://g17.dhi-roma.it/resources/institution_148,Cameracensis,https://g17.dhi-roma.it/resources/institution_1005,Cambrai,POINT (3.2347222222222 50.175833333333),https://g17.dhi-roma.it/resources/place_143,Cambrai,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",32.0,POINT (3.2347222222222 50.175833333333),POINT (12.482777777778 41.893055555556),"(50.175833333333, 3.2347222222222)","(41.893055555556, 12.482777777778)",1164.3891983247474,7.05995193522654,0.22062349797582936
4338,https://g17.dhi-roma.it/resources/event_1344,APOSTOLIC PROVISION 1344,1622-08-16,1622-09-12,https://g17.dhi-roma.it/resources/institution_135,Burgi S. Donnini,https://g17.dhi-roma.it/resources/institution_841,Ravenna,POINT (10.066666666667 44.866666666667),https://g17.dhi-roma.it/resources/place_130,Fidenza,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",27.0,POINT (10.066666666667 44.866666666667),POINT (12.498611111111 41.8975),"(44.866666666667, 10.066666666667)","(41.8975, 12.498611111111)",384.21257047367936,5.951195968366835,0.22041466549506797
1981,https://g17.dhi-roma.it/resources/event_5762,APOSTOLIC PROVISION 5762,1622-05-16,1622-06-13,https://g17.dhi-roma.it/resources/institution_208,Consanensis,https://g17.dhi-roma.it/resources/institution_850,Salerno,POINT (8.455 45.021388888889),https://g17.dhi-roma.it/resources/place_201,Conzano,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Without care of souls",28.0,POINT (8.455 45.021388888889),POINT (12.498611111111 41.8975),"(45.021388888889, 8.455)","(41.8975, 12.498611111111)",476.89857829358607,6.167303844158167,0.2202608515770774
261,https://g17.dhi-roma.it/resources/event_5763,APOSTOLIC PROVISION 5763,1622-05-16,1622-06-13,https://g17.dhi-roma.it/resources/institution_208,Consanensis,https://g17.dhi-roma.it/resources/institution_850,Salerno,POINT (8.455 45.021388888889),https://g17.dhi-roma.it/resources/place_201,Conzano,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Without care of souls",28.0,POINT (8.455 45.021388888889),POINT (12.498611111111 41.8975),"(45.021388888889, 8.455)","(41.8975, 12.498611111111)",476.89857829358607,6.167303844158167,0.2202608515770774
1836,https://g17.dhi-roma.it/resources/event_4747,APOSTOLIC PROVISION 4747,1623-01-16,1623-02-13,https://g17.dhi-roma.it/resources/institution_208,Consanensis,https://g17.dhi-roma.it/resources/institution_850,Salerno,POINT (8.455 45.021388888889),https://g17.dhi-roma.it/resources/place_201,Conzano,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Without care of souls",28.0,POINT (8.455 45.021388888889),POINT (12.482777777778 41.893055555556),"(45.021388888889, 8.455)","(41.893055555556, 12.482777777778)",476.38925260541833,6.166235277624277,0.2202226884865813
3248,https://g17.dhi-roma.it/resources/event_4748,APOSTOLIC PROVISION 4748,1623-01-16,1623-02-13,https://g17.dhi-roma.it/resources/institution_208,Consanensis,https://g17.dhi-roma.it/resources/institution_850,Salerno,POINT (8.455 45.021388888889),https://g17.dhi-roma.it/resources/place_201,Conzano,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Without care of souls",28.0,POINT (8.455 45.021388888889),POINT (12.482777777778 41.893055555556),"(45.021388888889, 8.455)","(41.893055555556, 12.482777777778)",476.38925260541833,6.166235277624277,0.2202226884865813
460,https://g17.dhi-roma.it/resources/event_1351,APOSTOLIC PROVISION 1351,1622-08-16,1622-09-12,https://g17.dhi-roma.it/resources/institution_100,Barensis,https://g17.dhi-roma.it/resources/institution_876,Bari,POINT (16.866666666667 41.125277777778),https://g17.dhi-roma.it/resources/place_96,Bari,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",27.0,POINT (16.866666666667 41.125277777778),POINT (12.498611111111 41.8975),"(41.125277777778, 16.866666666667)","(41.8975, 12.498611111111)",374.555505279497,5.925740003669257,0.21947185198775027
1244,https://g17.dhi-roma.it/resources/event_1354,APOSTOLIC PROVISION 1354,1622-08-16,1622-09-12,https://g17.dhi-roma.it/resources/institution_100,Barensis,https://g17.dhi-roma.it/resources/institution_876,Bari,POINT (16.866666666667 41.125277777778),https://g17.dhi-roma.it/resources/place_96,Bari,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",27.0,POINT (16.866666666667 41.125277777778),POINT (12.498611111111 41.8975),"(41.125277777778, 16.866666666667)","(41.8975, 12.498611111111)",374.555505279497,5.925740003669257,0.21947185198775027
1749,https://g17.dhi-roma.it/resources/event_1353,APOSTOLIC PROVISION 1353,1622-08-16,1622-09-12,https://g17.dhi-roma.it/resources/institution_100,Barensis,https://g17.dhi-roma.it/resources/institution_876,Bari,POINT (16.866666666667 41.125277777778),https://g17.dhi-roma.it/resources/place_96,Bari,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",27.0,POINT (16.866666666667 41.125277777778),POINT (12.498611111111 41.8975),"(41.125277777778, 16.866666666667)","(41.8975, 12.498611111111)",374.555505279497,5.925740003669257,0.21947185198775027
3324,https://g17.dhi-roma.it/resources/event_1352,APOSTOLIC PROVISION 1352,1622-08-16,1622-09-12,https://g17.dhi-roma.it/resources/institution_100,Barensis,https://g17.dhi-roma.it/resources/institution_876,Bari,POINT (16.866666666667 41.125277777778),https://g17.dhi-roma.it/resources/place_96,Bari,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",27.0,POINT (16.866666666667 41.125277777778),POINT (12.498611111111 41.8975),"(41.125277777778, 16.866666666667)","(41.8975, 12.498611111111)",374.555505279497,5.925740003669257,0.21947185198775027
2167,https://g17.dhi-roma.it/resources/event_1368,APOSTOLIC PROVISION 1368,1622-08-16,1622-09-12,https://g17.dhi-roma.it/resources/institution_446,Parmensis,https://g17.dhi-roma.it/resources/institution_841,Ravenna,POINT (10.328 44.801472222222),https://g17.dhi-roma.it/resources/place_438,Parma,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",27.0,POINT (10.328 44.801472222222),POINT (12.498611111111 41.8975),"(44.801472222222, 10.328)","(41.8975, 12.498611111111)",367.4718115596194,5.906646612471917,0.21876468935081175
3463,https://g17.dhi-roma.it/resources/event_6025,APOSTOLIC PROVISION 6025,1622-06-15,1622-07-13,https://g17.dhi-roma.it/resources/institution_318,Laudensis,https://g17.dhi-roma.it/resources/institution_838,Milano,POINT (9.5 45.316666666667),https://g17.dhi-roma.it/resources/place_309,Lodi,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Archpriest,Liturgical office,church,Church institutions",28.0,POINT (9.5 45.316666666667),POINT (12.498611111111 41.8975),"(45.316666666667, 9.5)","(41.8975, 12.498611111111)",450.38696069910185,6.110107125915958,0.21821811163985563
3086,https://g17.dhi-roma.it/resources/event_1067,APOSTOLIC PROVISION 1067,1622-11-15,1622-12-10,https://g17.dhi-roma.it/resources/institution_643,Vulturariensis,https://g17.dhi-roma.it/resources/institution_847,Benevento,POINT (14.916666666667 40.883333333333),https://g17.dhi-roma.it/resources/place_622,Volturara Irpina,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Church institutions,Collegiate church,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",25.0,POINT (14.916666666667 40.883333333333),POINT (12.482777777778 41.893055555556),"(40.883333333333, 14.916666666667)","(41.893055555556, 12.482777777778)",232.40030005876517,5.448461316107582,0.21793845264430328
3574,https://g17.dhi-roma.it/resources/event_1137,APOSTOLIC PROVISION 1137,1622-10-16,1622-11-16,https://g17.dhi-roma.it/resources/institution_99,Barchinonensis,https://g17.dhi-roma.it/resources/institution_870,Tarragona,POINT (2.1769444444444 41.3825),https://g17.dhi-roma.it/resources/place_95,Barcelona,https://g17.dhi-roma.it/resources/place_972,St. Peter's Basilica,POINT (12.453416666666667 41.90222222222222),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Parish Church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",31.0,POINT (2.1769444444444 41.3825),POINT (12.453416666666667 41.90222222222222),"(41.3825, 2.1769444444444)","(41.90222222222222, 12.453416666666667)",857.5917250483475,6.754128141305839,0.21787510133244642
3869,https://g17.dhi-roma.it/resources/event_4717,APOSTOLIC PROVISION 4717,1623-01-16,1623-02-13,https://g17.dhi-roma.it/resources/institution_129,Brixiensis,https://g17.dhi-roma.it/resources/institution_838,Milano,POINT (10.220280555556 45.538888888889),https://g17.dhi-roma.it/resources/place_124,Brescia,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,Church institutions,Collegiate church",28.0,POINT (10.220280555556 45.538888888889),POINT (12.482777777778 41.893055555556),"(45.538888888889, 10.220280555556)","(41.893055555556, 12.482777777778)",444.17005424699596,6.096207494165311,0.2177216962201897
3750,https://g17.dhi-roma.it/resources/event_1367,APOSTOLIC PROVISION 1367,1622-08-16,1622-09-12,https://g17.dhi-roma.it/resources/institution_23,Adriensis,https://g17.dhi-roma.it/resources/institution_841,Ravenna,POINT (12.05 45.05),https://g17.dhi-roma.it/resources/place_19,Adria,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",27.0,POINT (12.05 45.05),POINT (12.498611111111 41.8975),"(45.05, 12.05)","(41.8975, 12.498611111111)",352.12310304147,5.863980839008351,0.21718447551882783
1489,https://g17.dhi-roma.it/resources/event_1366,APOSTOLIC PROVISION 1366,1622-08-16,1622-09-12,https://g17.dhi-roma.it/resources/institution_286,Gravinensis,https://g17.dhi-roma.it/resources/institution_854,Acerenza,POINT (16.423333333333 40.820555555556),https://g17.dhi-roma.it/resources/place_277,Gravina in Puglia,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",27.0,POINT (16.423333333333 40.820555555556),POINT (12.498611111111 41.8975),"(40.820555555556, 16.423333333333)","(41.8975, 12.498611111111)",349.4697608352593,5.856417036715408,0.21690433469316325
832,https://g17.dhi-roma.it/resources/event_1310,APOSTOLIC PROVISION 1310,1622-08-16,1622-09-09,https://g17.dhi-roma.it/resources/institution_69,Aretina,https://g17.dhi-roma.it/resources/institution_842,Firenze,POINT (11.878055555556 43.463055555556),https://g17.dhi-roma.it/resources/place_65,Arezzo,https://g17.dhi-roma.it/resources/place_656,Basilica di Santa Maria Maggiore,POINT (12.498611111111 41.8975),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,church,Church institutions,Administrative office,Holder of an undefined benefice,Undefined administrative office,Holder of a benefice",24.0,POINT (11.878055555556 43.463055555556),POINT (12.498611111111 41.8975),"(43.463055555556, 11.878055555556)","(41.8975, 12.498611111111)",181.19549955737034,5.199576556420584,0.216649023184191
1414,https://g17.dhi-roma.it/resources/event_2481,APOSTOLIC PROVISION 2481,1622-11-15,1622-12-12,https://g17.dhi-roma.it/resources/institution_705,Montis Pelusii,https://g17.dhi-roma.it/resources/institution_877,Exempt Diocese,POINT (16.233333333333 40.75),https://g17.dhi-roma.it/resources/place_388,Irsina,https://g17.dhi-roma.it/resources/place_649,Rome,POINT (12.482777777778 41.893055555556),"act of grace,apostolic provision,papal grace,death of previous holder,Biographical reasons,Administrative office,Holder of a canonship,Defined administrative office,Canonship and prebend,church,Church institutions",27.0,POINT (16.233333333333 40.75),POINT (12.482777777778 41.893055555556),"(40.75, 16.233333333333)","(41.893055555556, 12.482777777778)",338.6666897228882,5.825016407549709,0.21574134842776702
